QuizID,QuizDescription,OutcomeID,OutcomeDescription,Impact,ResultTrait,QuestionID,QuestionDescription,AnswerID,AnswerDescription,IsCorrect
QZ009,"A quiz on biology and life sciences.",,,,,QZ009Q5,"What is the main purpose of the respiratory system?",QZ009Q6A18,"To circulate nutrients",FALSE
QZ009,"A quiz on biology and life sciences.",,,,,QZ009Q5,"What is the main purpose of the respiratory system?",QZ009Q6A19,"To break down food",FALSE
QZ009,"A quiz on biology and life sciences.",,,,,QZ009Q5,"What is the main purpose of the respiratory system?",QZ009Q6A20,"To produce energy",FALSE
QZ010,"A quiz on public relations and branding.",Failure,"You try to spin your failing grades as “an avant-garde learning experience.” It doesn’t work.","I01","None",,,,
QZ010,"A quiz on public relations and branding.",Success,"You now frame all your personal failures as ‘learning experiences.’","I06","T026",,,,
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q1,"What is the main goal of public relations?",QZ010Q2A1,"Managing a company’s public image",TRUE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q1,"What is the main goal of public relations?",QZ010Q2A2,"Making advertisements",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q1,"What is the main goal of public relations?",QZ010Q2A3,"Writing movie scripts",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q1,"What is the main goal of public relations?",QZ010Q2A4,"Controlling the stock market",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q2,"What is a press release?",QZ010Q3A5,"An official statement given to the media",TRUE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q2,"What is a press release?",QZ010Q3A6,"A printed newspaper",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q2,"What is a press release?",QZ010Q3A7,"A form of social media marketing",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q2,"What is a press release?",QZ010Q3A8,"A contract for journalists",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q3,"What is crisis communication?",QZ010Q4A10,"Writing positive reviews online",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q3,"What is crisis communication?",QZ010Q4A11,"Avoiding bad press entirely",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q3,"What is crisis communication?",QZ010Q4A12,"The study of social media trends",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q3,"What is crisis communication?",QZ010Q4A9,"Handling public relations disasters",TRUE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q4,"What is branding?",QZ010Q5A13,"Creating a unique identity for a company",TRUE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q4,"What is branding?",QZ010Q5A14,"Printing company logos",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q4,"What is branding?",QZ010Q5A15,"A marketing gimmick",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q4,"What is branding?",QZ010Q5A16,"A legal trademark process",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q5,"What is social media engagement?",QZ010Q6A17,"Interacting with followers online",TRUE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q5,"What is social media engagement?",QZ010Q6A18,"Posting as many ads as possible",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q5,"What is social media engagement?",QZ010Q6A19,"Controlling online discussions",FALSE
QZ010,"A quiz on public relations and branding.",,,,,QZ010Q5,"What is social media engagement?",QZ010Q6A20,"Blocking negative comments",FALSE
QZ011,"A quiz on philosophy and critical thinking.",Failure,"You get caught cheating on the test and become the subject of a case study.","I02","None",,,,
QZ011,"A quiz on philosophy and critical thinking.",Success,"You lose hours debating whether free will exists.","I07","T027",,,,
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q1,"Who is considered the father of Western philosophy?",QZ011Q2A1,"Socrates",TRUE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q1,"Who is considered the father of Western philosophy?",QZ011Q2A2,"Aristotle",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q1,"Who is considered the father of Western philosophy?",QZ011Q2A3,"Descartes",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q1,"Who is considered the father of Western philosophy?",QZ011Q2A4,"Nietzsche",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q2,"What is the central question of ethics?",QZ011Q3A5,"What is the right thing to do?",TRUE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q2,"What is the central question of ethics?",QZ011Q3A6,"How can I win arguments?",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q2,"What is the central question of ethics?",QZ011Q3A7,"Why do people disagree?",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q2,"What is the central question of ethics?",QZ011Q3A8,"What is the meaning of life?",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q3,""What does 'Cogito, ergo sum' mean?"",QZ011Q4A10,"Life is an illusion",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q3,""What does 'Cogito, ergo sum' mean?"",QZ011Q4A11,"Knowledge is power",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q3,""What does 'Cogito, ergo sum' mean?"",QZ011Q4A12,"Seeing is believing",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q3,""What does 'Cogito, ergo sum' mean?"",QZ011Q4A9,""I think, therefore I am"",TRUE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q4,"What is the main idea of existentialism?",QZ011Q5A13,"Individuals create their own meaning in life",TRUE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q4,"What is the main idea of existentialism?",QZ011Q5A14,"Everything happens for a reason",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q4,"What is the main idea of existentialism?",QZ011Q5A15,"Reality is predetermined",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q4,"What is the main idea of existentialism?",QZ011Q5A16,"Happiness is the ultimate goal",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q5,"What is a logical fallacy?",QZ011Q6A17,"A flaw in reasoning",TRUE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q5,"What is a logical fallacy?",QZ011Q6A18,"A paradox that cannot be solved",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q5,"What is a logical fallacy?",QZ011Q6A19,"A type of philosophy",FALSE
QZ011,"A quiz on philosophy and critical thinking.",,,,,QZ011Q5,"What is a logical fallacy?",QZ011Q6A20,"A complicated philosophical theory",FALSE
QZ012,"A quiz on criminology and forensic psychology.",Failure,"You fail the class and get mistaken for a suspect in a mock crime scene.","I03","None",,,,
QZ012,"A quiz on criminology and forensic psychology.",Success,"Your internet search history is now legally questionable.","I08","T028",,,,
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q1,"What does criminology study?",QZ012Q2A1,""The causes, effects, and prevention of crime"",TRUE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q1,"What does criminology study?",QZ012Q2A2,"How to commit the perfect crime",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q1,"What does criminology study?",QZ012Q2A3,"The history of law enforcement",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q1,"What does criminology study?",QZ012Q2A4,"Crime scene investigation techniques",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q2,"What is a victimless crime?",QZ012Q3A5,"A crime where no direct victim is harmed",TRUE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q2,"What is a victimless crime?",QZ012Q3A6,"A crime with an unknown suspect",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q2,"What is a victimless crime?",QZ012Q3A7,"A crime with multiple perpetrators",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q2,"What is a victimless crime?",QZ012Q3A8,"A crime that is not legally punishable",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q3,"What is the broken windows theory?",QZ012Q4A10,"Crime rates increase with population growth",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q3,"What is the broken windows theory?",QZ012Q4A11,"Criminal behavior is inherited",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q3,"What is the broken windows theory?",QZ012Q4A12,"People commit crimes for attention",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q3,"What is the broken windows theory?",QZ012Q4A9,"Visible signs of disorder encourage more crime",TRUE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q4,"What is recidivism?",QZ012Q5A13,"The tendency of criminals to reoffend",TRUE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q4,"What is recidivism?",QZ012Q5A14,"The process of criminal rehabilitation",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q4,"What is recidivism?",QZ012Q5A15,"A psychological disorder",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q4,"What is recidivism?",QZ012Q5A16,"A method of forensic analysis",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q5,"What is the role of forensic psychology?",QZ012Q6A17,"Understanding criminal behavior",TRUE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q5,"What is the role of forensic psychology?",QZ012Q6A18,"Collecting physical evidence",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q5,"What is the role of forensic psychology?",QZ012Q6A19,"Conducting lie detector tests",FALSE
QZ012,"A quiz on criminology and forensic psychology.",,,,,QZ012Q5,"What is the role of forensic psychology?",QZ012Q6A20,"Defending suspects in court",FALSE
QZ013,"A quiz on business and economics fundamentals.",Failure,"You try to bribe the examiner with Monopoly money. They don't find it funny.","I04","None",,,,
QZ013,"A quiz on business and economics fundamentals.",Success,"You now use ‘synergy’ unironically.","I09","T029",,,,
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q1,"What is the basic principle of supply and demand?",QZ013Q2A1,"Prices go up when demand is high and supply is low",TRUE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q1,"What is the basic principle of supply and demand?",QZ013Q2A2,"Prices drop when demand increases",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q1,"What is the basic principle of supply and demand?",QZ013Q2A3,"Businesses control supply to set any price they want",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q1,"What is the basic principle of supply and demand?",QZ013Q2A4,"Consumers have no impact on the economy",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q2,"What is a business model?",QZ013Q3A5,"A plan for how a company makes money",TRUE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q2,"What is a business model?",QZ013Q3A6,"A famous entrepreneur",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q2,"What is a business model?",QZ013Q3A7,"A type of stock market strategy",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q2,"What is a business model?",QZ013Q3A8,"A government regulation",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q3,"What is an entrepreneur?",QZ013Q4A10,"A high-ranking employee",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q3,"What is an entrepreneur?",QZ013Q4A11,"A person who only invests in companies",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q3,"What is an entrepreneur?",QZ013Q4A12,"A government official who regulates businesses",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q3,"What is an entrepreneur?",QZ013Q4A9,"Someone who starts and runs a business",TRUE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q4,"What is the purpose of marketing?",QZ013Q5A13,"To attract and retain customers",TRUE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q4,"What is the purpose of marketing?",QZ013Q5A14,"To make the company look cool",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q4,"What is the purpose of marketing?",QZ013Q5A15,"To lower prices",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q4,"What is the purpose of marketing?",QZ013Q5A16,"To increase stock value",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q5,"What is a monopoly in business?",QZ013Q6A17,"A single company dominating an entire industry",TRUE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q5,"What is a monopoly in business?",QZ013Q6A18,"A small business with no competitors",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q5,"What is a monopoly in business?",QZ013Q6A19,"A company that only sells one product",FALSE
QZ013,"A quiz on business and economics fundamentals.",,,,,QZ013Q5,"What is a monopoly in business?",QZ013Q6A20,"A financial strategy used by banks",FALSE
QZ014,"A quiz on programming and computer science.",Failure,"You fail your entrance exam because you accidentally deleted your entire program.","I05","None",,,,
QZ014,"A quiz on programming and computer science.",Success,"Your friends now expect you to fix their WiFi.","I10","T030",,,,
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q1,"What does HTML stand for?",QZ014Q2A1,"HyperText Markup Language",TRUE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q1,"What does HTML stand for?",QZ014Q2A2,"High-Tech Machine Learning",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q1,"What does HTML stand for?",QZ014Q2A3,"Home Technology Main Logic",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q1,"What does HTML stand for?",QZ014Q2A4,"Hyper Tech Memory Locator",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q2,"What is Big O notation used for?",QZ014Q3A5,"Describing algorithm efficiency",TRUE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q2,"What is Big O notation used for?",QZ014Q3A6,"Rating a computer's processing power",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q2,"What is Big O notation used for?",QZ014Q3A7,"Measuring screen resolution",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q2,"What is Big O notation used for?",QZ014Q3A8,"Naming new programming languages",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q3,"What is a compiler?",QZ014Q4A10,"A device that stores computer memory",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q3,"What is a compiler?",QZ014Q4A11,"A new AI assistant",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q3,"What is a compiler?",QZ014Q4A12,"A type of malware",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q3,"What is a compiler?",QZ014Q4A9,"A program that translates code into machine language",TRUE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q4,"What does SQL stand for?",QZ014Q5A13,"Structured Query Language",TRUE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q4,"What does SQL stand for?",QZ014Q5A14,"Super Quick Load",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q4,"What does SQL stand for?",QZ014Q5A15,"System Quality Logic",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q4,"What does SQL stand for?",QZ014Q5A16,"Secure Quantum Library",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q5,"What is recursion in programming?",QZ014Q6A17,"A function that calls itself",TRUE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q5,"What is recursion in programming?",QZ014Q6A18,"A type of infinite loop",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q5,"What is recursion in programming?",QZ014Q6A19,"A memory storage method",FALSE
QZ014,"A quiz on programming and computer science.",,,,,QZ014Q5,"What is recursion in programming?",QZ014Q6A20,"A hidden debugging tool",FALSE
QZ015,"A quiz on media literacy and journalism.",Failure,"You analyze a meme so hard that it stops being funny.","I06","None",,,,
QZ015,"A quiz on media literacy and journalism.",Success,"You start seeing hidden symbolism in cat videos.","I11","T031",,,,
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q1,"What is media literacy?",QZ015Q2A1,"The ability to critically analyze media content",TRUE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q1,"What is media literacy?",QZ015Q2A2,"The ability to read books",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q1,"What is media literacy?",QZ015Q2A3,"The study of ancient manuscripts",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q1,"What is media literacy?",QZ015Q2A4,"The process of creating TV shows",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q2,"What is the role of a journalist?",QZ015Q3A5,"To report facts and inform the public",TRUE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q2,"What is the role of a journalist?",QZ015Q3A6,"To entertain audiences",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q2,"What is the role of a journalist?",QZ015Q3A7,"To promote government policies",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q2,"What is the role of a journalist?",QZ015Q3A8,"To create advertisements",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q3,"What is the difference between traditional and digital media?",QZ015Q4A10,"Traditional media is always accurate",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q3,"What is the difference between traditional and digital media?",QZ015Q4A11,"Digital media requires government approval",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q3,"What is the difference between traditional and digital media?",QZ015Q4A12,"Digital media refers only to social media",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q3,"What is the difference between traditional and digital media?",QZ015Q4A9,"Traditional media is physical; digital media is online",TRUE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q4,"What is the main function of advertising?",QZ015Q5A13,"To persuade consumers to buy a product",TRUE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q4,"What is the main function of advertising?",QZ015Q5A14,"To entertain viewers",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q4,"What is the main function of advertising?",QZ015Q5A15,"To create viral memes",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q4,"What is the main function of advertising?",QZ015Q5A16,"To report news stories",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q5,"What is the term for hidden messages in media content?",QZ015Q6A17,"Subliminal messaging",TRUE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q5,"What is the term for hidden messages in media content?",QZ015Q6A18,"Clickbait",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q5,"What is the term for hidden messages in media content?",QZ015Q6A19,"Fake news",FALSE
QZ015,"A quiz on media literacy and journalism.",,,,,QZ015Q5,"What is the term for hidden messages in media content?",QZ015Q6A20,"Sponsored content",FALSE
QZ016,"A quiz on art history and painting techniques.",Failure,"You submit a stick-figure drawing for your portfolio review. The judges think it's a prank.","I07","None",,,,
QZ016,"A quiz on art history and painting techniques.",Success,"Your portfolio consists mostly of half-finished sketches and ‘experimental’ pieces.","I12","T032",,,,
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q1,"What is chiaroscuro in painting?",QZ016Q2A1,"The use of strong contrasts between light and dark",TRUE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q1,"What is chiaroscuro in painting?",QZ016Q2A2,"A type of marble used in sculptures",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q1,"What is chiaroscuro in painting?",QZ016Q2A3,"A famous Italian dish",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q1,"What is chiaroscuro in painting?",QZ016Q2A4,"A style of abstract splatter painting",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q2,"Who painted the Mona Lisa?",QZ016Q3A5,"Leonardo da Vinci",TRUE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q2,"Who painted the Mona Lisa?",QZ016Q3A6,"Pablo Picasso",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q2,"Who painted the Mona Lisa?",QZ016Q3A7,"Vincent van Gogh",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q2,"Who painted the Mona Lisa?",QZ016Q3A8,"Michelangelo",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q3,"What is Dadaism?",QZ016Q4A10,"A term for ancient cave paintings",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q3,"What is Dadaism?",QZ016Q4A11,"A technique in modern architecture",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q3,"What is Dadaism?",QZ016Q4A12,"The study of fatherhood in literature",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q3,"What is Dadaism?",QZ016Q4A9,"An absurdist art movement",TRUE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q4,"What is the difference between oil and watercolor painting?",QZ016Q5A13,"Oil paint takes longer to dry and is more vibrant",TRUE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q4,"What is the difference between oil and watercolor painting?",QZ016Q5A14,""Watercolor is for professionals, oil is for kids"",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q4,"What is the difference between oil and watercolor painting?",QZ016Q5A15,"They are the same thing",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q4,"What is the difference between oil and watercolor painting?",QZ016Q5A16,"Oil paintings must always be black and white",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q5,"Who is considered the father of modern sculpture?",QZ016Q6A17,"Auguste Rodin",TRUE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q5,"Who is considered the father of modern sculpture?",QZ016Q6A18,"Andy Warhol",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q5,"Who is considered the father of modern sculpture?",QZ016Q6A19,"Claude Monet",FALSE
QZ016,"A quiz on art history and painting techniques.",,,,,QZ016Q5,"Who is considered the father of modern sculpture?",QZ016Q6A20,"Jackson Pollock",FALSE
QZ017,"A quiz on literary concepts and storytelling.",Failure,"You write a compelling novel for your entrance test but forget to proofread. The typoes r unforegiveable.","I08","None",,,,
QZ017,"A quiz on literary concepts and storytelling.",Success,"You rewrite text messages five times before sending them.","I13","T033",,,,
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q1,"What is a protagonist?",QZ017Q2A1,"The main character of a story",TRUE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q1,"What is a protagonist?",QZ017Q2A2,"A minor character",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q1,"What is a protagonist?",QZ017Q2A3,"The person who tells the story",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q1,"What is a protagonist?",QZ017Q2A4,"A type of literary device",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q2,"What is a metaphor?",QZ017Q3A5,"A figure of speech comparing two unrelated things",TRUE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q2,"What is a metaphor?",QZ017Q3A6,"A dramatic plot twist",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q2,"What is a metaphor?",QZ017Q3A7,"A type of poetic structure",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q2,"What is a metaphor?",QZ017Q3A8,"A form of storytelling",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q3,"What is the purpose of editing?",QZ017Q4A10,"To make a story longer",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q3,"What is the purpose of editing?",QZ017Q4A11,"To add random words",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q3,"What is the purpose of editing?",QZ017Q4A12,"To change the genre of a story",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q3,"What is the purpose of editing?",QZ017Q4A9,"To improve clarity and coherence",TRUE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q4,""What is 'show, don’t tell' in writing?"",QZ017Q5A13,"Describing actions instead of explaining emotions",TRUE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q4,""What is 'show, don’t tell' in writing?"",QZ017Q5A14,"Using more words for dramatic effect",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q4,""What is 'show, don’t tell' in writing?"",QZ017Q5A15,"Adding unnecessary details",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q4,""What is 'show, don’t tell' in writing?"",QZ017Q5A16,"Avoiding dialogue in stories",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q5,"What is the climax of a story?",QZ017Q6A17,"The highest point of tension in a plot",TRUE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q5,"What is the climax of a story?",QZ017Q6A18,"The introduction of characters",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q5,"What is the climax of a story?",QZ017Q6A19,"A random subplot",FALSE
QZ017,"A quiz on literary concepts and storytelling.",,,,,QZ017Q5,"What is the climax of a story?",QZ017Q6A20,"The ending of a story",FALSE
QZ018,"A quiz on sociology and social structures.",Failure,"Your exam answers make the board question society itself. They advise you to 'observe life' before reapplying.","I09","None",,,,
QZ018,"A quiz on sociology and social structures.",Success,"You are now fluent in analyzing society—and awkward family dynamics.","I14","T034",,,,
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q1,"Who coined ‘sociology’?",QZ018Q2A1,"Auguste Comte",TRUE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q1,"Who coined ‘sociology’?",QZ018Q2A2,"Karl Marx",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q1,"Who coined ‘sociology’?",QZ018Q2A3,"Emile Durkheim",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q1,"Who coined ‘sociology’?",QZ018Q2A4,"Michel Foucault",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q2,"What is the study of small-group interactions called?",QZ018Q3A5,"Microsociology",TRUE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q2,"What is the study of small-group interactions called?",QZ018Q3A6,"Macrosociology",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q2,"What is the study of small-group interactions called?",QZ018Q3A7,"Functionalism",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q2,"What is the study of small-group interactions called?",QZ018Q3A8,"Conflict Theory",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q3,"A person’s social position is called?",QZ018Q4A10,"Role",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q3,"A person’s social position is called?",QZ018Q4A11,"Norm",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q3,"A person’s social position is called?",QZ018Q4A12,"Institution",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q3,"A person’s social position is called?",QZ018Q4A9,"Status",TRUE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q4,"Expectations for a social position are called?",QZ018Q5A13,"Role",TRUE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q4,"Expectations for a social position are called?",QZ018Q5A14,"Status",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q4,"Expectations for a social position are called?",QZ018Q5A15,"Identity",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q4,"Expectations for a social position are called?",QZ018Q5A16,"Hierarchy",FALSE
QZ018,"A quiz on sociology and social structures.",,,,,QZ018Q5,"What is the process of learning cultural norms called?",QZ018Q6A17,"Socialization",TRUE
